onset	duration	value	responce	rt	good	a	bias	p	pv	ronda
8.6226	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
9.6382	1	10	1	2305	1	0	0	0.9	0.9	1
11.9524	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
15.2822	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
19.2946	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
20.3102	1	10	2	1662.3	1	0	0	0.5	0.5	2
21.9751	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
25.1551	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
29.1675	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
30.1831	1	10	1	1414	1	0	0	0.5	0.5	3
31.6149	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
36.0269	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
40.0394	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
41.0549	1	10	1	1569.7	1	0	0	0.6	0.6	4
42.6366	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
46.5991	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
50.6115	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
51.6271	1	10	2	4357	1	0.8	0.6948	0.3	0.2792	1
55.9891	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
58.9027	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
62.9152	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
67.9265	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
68.9421	1	10	2	1689.4	1	0.5	0.20533	0.1	0.025	2
70.6403	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
74.9524	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
78.9649	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
80.9794	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
81.995	1	10	1	2078.8	1	0.6	0.95843	0.2	0.43764	3
84.0761	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
86.5901	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
90.6026	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
92.6171	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
93.6327	1	10	2	1248.3	1	0.5	0.93553	0.1	0.13553	4
94.898	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
97.5286	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
101.541	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
103.5555	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
104.5711	1	10	1	1090.9	1	0	0	0.9	0.9	1
105.67	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
109.6491	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
113.6615	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
114.6771	1	10	1	2412.9	1	0	0	0.4	0.4	2
117.1079	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
121.3867	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
128.3959	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
129.4115	1	10	2	820.4	1	0	0	0.1	0.1	3
130.244	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
133.8568	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
137.8692	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
138.8848	1	10	2	1573.6	1	0	0	0.4	0.4	4
140.4665	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
144.7786	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
148.791	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
149.8066	1	10	1	3112.9	1	0.7	0.30582	0.6	0.38024	1
152.9367	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
156.4663	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
160.4787	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
162.4932	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
163.5088	1	10	2	2562.7	1	0.8	0.9468	0.1	0.2872	2
166.0894	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
170.1518	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
174.1642	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
176.1788	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
177.1943	1	10	1	5065.9	1	0.7	0.76435	0.9	0.95833	3
182.2723	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
186.0683	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
190.0807	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
195.0921	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
196.1077	1	10	1	1005.7	1	0.5	0.81236	0.9	0.975	4
197.1233	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
200.4864	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
204.4988	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
206.5134	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
207.5289	1	10	2	777.3	1	0	0	0.3	0.3	1
208.3114	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
211.8078	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
215.8202	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
216.8358	1	10	2	633.1	1	0	0	0.2	0.2	2
217.4851	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
221.5974	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
225.6098	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
226.6254	1	10	2	1177.1	1	0	0	0.4	0.4	3
227.8075	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
231.1207	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
235.1331	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
236.1487	1	10	2	1321.6	1	0	0	0.2	0.2	4
237.4806	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
241.6928	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
248.702	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
249.7177	1	10	2	2325.2	1	0.5	0.85576	0.3	0.45576	1
252.0485	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
255.3784	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
259.3908	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
261.4053	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
262.4209	1	10	2	2610.6	1	0.7	0.36971	0.1	0.041667	2
265.0348	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
268.8641	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
272.8765	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
274.891	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
275.9067	1	10	2	1875.4	1	0.6	0.88446	0.1	0.076683	3
277.788	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
281.3009	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
285.3134	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
287.3279	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
288.3435	1	10	1	730.4	1	0.6	0.16131	0.9	0.96875	4
289.0761	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
293.3216	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
297.334	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
299.3485	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
300.3641	1	10	2	1938	1	0	0	0.5	0.5	1
302.3121	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
306.5742	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
313.6001	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
314.6157	1	10	2	775.1	1	0	0	0.2	0.2	2
315.3982	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
318.778	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
322.7904	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
323.806	1	10	1	1772.3	1	0	0	0.5	0.5	3
325.5875	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
329.9329	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
333.9453	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
334.9609	1	10	2	1022	1	0	0	0.3	0.3	4
335.9931	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
340.3385	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
344.351	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
345.3665	1	10	2	2715.4	1	0.8	0.3661	0.6	0.46439	1
348.097	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
351.0772	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
355.0896	1	40	4	1422.2	1	n/a	n/a	n/a	n/a	n/a
357.1041	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
358.1197	1	10	2	2137.8	1	0.6	0.43612	0.1	0.03125	2
360.2675	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
364.5296	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
368.542	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
373.5534	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
374.569	1	10	2	1401.2	1	0.7	0.089424	0.7	0.20866	3
375.9842	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
379.2474	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
383.2598	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
385.2743	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
386.2899	1	10	1	1033.4	1	0.8	0.87202	0.2	0.48807	4
387.3388	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
390.8684	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
394.8809	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
396.8954	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
397.911	1	10	1	1428.9	1	0	0	0.8	0.8	1
399.3428	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
402.7892	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
406.8016	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
407.8172	1	10	1	1449.9	1	0	0	0.7	0.7	2
409.2823	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
412.712	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
416.7244	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
417.74	1	10	1	1429.7	1	0	0	0.5	0.5	3
419.1718	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
423.0677	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
430.0936	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
431.1092	1	10	2	1115.5	1	0	0	0.4	0.4	4
432.2414	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
435.6045	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
439.6335	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
440.6491	1	10	1	1657.8	1	0.8	0.71817	0.4	0.87267	1
442.314	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
446.4097	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
450.4221	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
452.4367	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
453.4523	1	10	2	1271.8	1	0.4	0.82949	0.1	0.052995	2
454.7342	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
458.1806	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
