onset	duration	value	responce	rt	good	a	bias	p	pv	ronda
4.0575	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
5.0719	1	10	1	1774.3	1	0	0	0.7	0.7	1
6.8512	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
11.0251	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
15.0327	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
16.0471	1	10	1	2491.3	1	0	0	0.6	0.6	2
18.5414	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
22.283	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
26.2905	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
27.3049	1	10	1	1891.6	1	0	0	0.9	0.9	3
29.2006	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
31.7116	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
35.7192	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
36.7336	1	10	2	1032.3	1	0	0	0.6	0.6	4
37.7812	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
41.6891	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
45.6967	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
46.711	1	10	2	2697.4	1	0.7	0.16906	0.7	0.39447	1
49.4216	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
52.5478	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
56.5554	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
61.5608	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
62.5751	1	10	1	2527.9	1	0.6	0.37843	0.9	0.96875	2
65.1194	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
69.4928	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
73.5004	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
75.5126	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
76.5269	1	10	2	1897.4	1	0.5	0.085973	0.8	0.68597	3
78.4393	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
81.5157	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
85.5232	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
87.5354	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
88.5497	1	10	2	369.4	1	0.6	0.11859	0.6	0.17789	4
88.9322	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
91.8589	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
95.8665	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
97.8786	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
98.893	1	10	1	1716.1	1	0	0	0.5	0.5	1
100.6224	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
105.079	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
109.0866	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
110.101	1	10	2	1180	1	0	0	0.1	0.1	2
111.2983	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
114.7072	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
121.7247	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
122.7391	1	10	1	964.1	1	0	0	0.7	0.7	3
123.7202	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
127.5948	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
131.6024	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
132.6167	1	10	2	1052.6	1	0	0	0.2	0.2	4
133.681	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
136.5079	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
140.5155	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
