onset	duration	value	response	rt	good	a	bias	p	pv	ronda
292.4831	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
293.4974	1	10	2	1350.5	1	0.8	0.65892	0.4	0.63568	4
294.861	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
297.5549	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
301.5625	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
303.5747	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
304.589	1	10	2	2842.1	1	0	0	0.1	0.1	1
307.4492	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
310.0932	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
317.1107	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
318.1251	1	10	1	1243.5	1	0	0	0.4	0.4	2
319.3722	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
322.3987	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
326.423	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
327.4373	1	10	2	2680.4	1	0	0	0.1	0.1	3
330.1313	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
333.5735	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
337.5977	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
338.6121	1	10	1	1937.2	1	0	0	0.3	0.3	4
340.5577	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
344.2161	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
348.2403	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
349.2547	1	10	1	2354.2	1	0.6	0.3503	0.5	0.27545	1
351.616	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
354.8919	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
358.8995	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
360.9116	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
361.926	1	10	1	2351.1	1	0.4	0.64144	0.3	0.26096	2
364.2873	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
368.4113	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
372.4189	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
377.4409	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
378.4553	1	10	1	1294.9	1	0.7	0.55121	0.1	0.041667	3
379.7523	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
384.0427	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
388.0503	1	40	3	633.6	1	n/a	n/a	n/a	n/a	n/a
390.0624	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
391.0767	1	10	1	2619.1	1	0.6	0.91948	0.1	0.12922	4
393.7041	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
397.0964	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
401.104	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
403.1162	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
404.1305	1	10	1	1206.6	1	0	0	0.9	0.9	1
405.3445	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
409.5516	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
413.5759	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
414.5902	1	10	2	1662.2	1	0	0	0.8	0.8	2
416.2697	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
419.529	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
423.5533	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
424.5677	1	10	2	1558.5	1	0	0	0.7	0.7	3
426.1308	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
429.3069	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
436.3244	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
437.3388	1	10	2	1776.3	1	0	0	0.4	0.4	4
439.1181	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
441.945	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
445.9692	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
446.9836	1	10	1	3199	1	0.7	0.76959	0.3	0.46237	1
450.193	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
454.051	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
458.0586	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
460.0873	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
461.1017	1	10	2	3354.1	1	0.7	0.47985	0.6	0.78631	2
464.4608	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
468.7012	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
472.7088	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
474.7375	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
475.7519	1	10	1	5427.5	1	0.5	0.15521	0.6	0.35521	3
481.1896	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
485.6295	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
489.6371	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
491.6659	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
492.6799	1	10	1	2574.1	1	0.7	0.88276	0.1	0.059775	4
495.2578	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
499.2155	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
503.2231	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
