onset	duration	value	response	rt	good	a	bias	p	pv	ronda
284.1597	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
285.1741	1	10	1	3052.9	1	0.7	0.18936	0.2	0.041667	2
288.2338	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
292.4908	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
296.4984	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
298.5106	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
299.5249	1	10	2	5678.5	1	0.5	0.58405	0.6	0.78405	3
305.2121	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
309.0201	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
313.0277	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
315.0398	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
316.0542	1	10	2	4348.9	1	0.7	0.91603	0.9	0.95833	4
320.411	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
323.5373	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
327.5449	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
329.557	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
330.5714	1	10	1	1823.1	1	0	0	0.4	0.4	1
332.4006	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
335.6599	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
342.6773	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
343.6917	1	10	1	5139	1	0	0	0.4	0.4	2
348.8467	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
352.3056	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
356.3298	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
357.3442	1	10	2	1087	1	0	0	0.2	0.2	3
358.4417	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
362.9315	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
366.9558	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
367.9701	1	10	1	4875.7	1	0	0	0.3	0.3	4
372.8591	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
375.5696	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
379.5938	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
380.6082	1	10	2	1331.5	1	0.8	0.39224	0.8	0.9375	1
381.9552	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
385.9129	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
389.9205	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
391.9326	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
392.947	1	10	1	3465.4	1	0.8	0.17308	0.1	0.0625	2
396.4224	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
399.8314	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
403.839	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
408.861	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
409.8753	1	10	2	952.5	1	0.4	0.13793	0.1	0.020833	3
410.8398	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
414.1989	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
418.2065	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
420.2186	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
421.233	1	10	1	927.8	1	0.6	0.92303	0.4	0.88454	4
422.1642	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
426.2882	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
430.2958	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
432.3079	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
433.3223	1	10	1	1021.2	1	0	0	0.8	0.8	1
434.3533	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
437.7955	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
441.8198	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
442.8341	1	10	1	1525.4	1	0	0	0.6	0.6	2
444.364	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
448.6543	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
452.6785	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
453.6929	1	10	2	2251.9	1	0	0	0.9	0.9	3
455.9545	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
458.4654	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
465.4829	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
466.4973	1	10	2	5543	1	0	0	0.5	0.5	4
472.0514	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
475.161	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
479.1852	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
480.1996	1	10	1	2102	1	0.5	0.90295	0.1	0.10295	1
482.3115	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
486.5852	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
490.5928	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
492.6215	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
493.6359	1	10	2	3398.5	1	0.7	0.097149	0.7	0.22668	2
497.0449	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
500.8196	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
504.8272	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
506.856	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
507.8704	1	10	1	3559.6	1	0.4	0.94135	0.1	0.12757	3
511.4456	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
513.9732	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
517.9808	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
520.0096	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
521.0239	1	10	1	2772.1	1	0.7	0.65204	0.1	0.041667	4
523.801	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
527.9749	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
531.9825	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
