onset	duration	value	responce	rt	good	a	bias	p	pv	ronda
3.7617	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
4.7773	1	10	1	1821.4	1	0	0	0.8	0.8	1
6.6087	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
9.206	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
13.2184	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
14.234	1	10	2	2379.8	1	0	0	0.7	0.7	2
16.6314	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
19.7115	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
23.7239	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
24.7395	1	10	2	1258.9	1	0	0	0.2	0.2	3
26.0049	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
29.3846	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
33.397	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
34.4126	1	10	1	1127.2	1	0	0	0.9	0.9	4
35.5448	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
39.1743	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
43.1867	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
44.2023	1	10	1	3291.9	1	0.8	0.4194	0.9	0.9375	1
47.4988	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
50.9951	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
55.0075	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
60.0189	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
61.0345	1	10	1	2195.1	1	0.8	0.056481	0.1	0.0625	2
63.2322	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
67.2113	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
71.2237	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
73.2383	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
74.2539	1	10	1	2052.5	1	0.7	0.5304	0.6	0.90427	3
76.3183	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
80.5472	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
84.5596	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
86.5742	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
87.5897	1	10	2	2203.9	1	0.6	0.85786	0.1	0.036783	4
89.8041	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
94.2993	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
98.3117	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
100.3263	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
101.3419	1	10	2	1309.4	1	0	0	0.2	0.2	1
102.6571	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
107.1524	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
111.1648	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
112.1804	1	10	2	850.6	1	0	0	0.1	0.1	2
113.0462	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
115.76	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
122.7692	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
123.7848	1	10	1	1336.9	1	0	0	0.7	0.7	3
125.1334	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
128.5964	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
132.6088	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
133.6244	1	10	2	1447.4	1	0	0	0.1	0.1	4
135.0895	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
138.4027	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
142.4151	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
143.4307	1	10	1	1068.7	1	0.5	0.76522	0.2	0.16522	1
144.5129	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
147.4931	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
151.5055	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
153.52	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
154.5356	1	10	2	2485.9	1	0.5	0.15741	0.8	0.75741	2
157.033	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
159.7301	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
163.7426	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
165.7571	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
166.7727	1	10	2	1579.5	1	0.5	0.64131	0.2	0.041314	3
168.3544	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
172.5832	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
176.5957	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
181.607	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
182.6226	1	10	1	1772	1	0.6	0.14255	0.8	0.71383	4
184.4041	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
187.1345	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
191.1469	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
193.1615	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
194.177	1	10	1	2228.3	1	0	0	0.6	0.6	1
196.408	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
200.254	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
204.2664	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
205.282	1	10	1	1014.2	1	0	0	0.9	0.9	2
206.3142	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
209.078	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
213.0904	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
214.106	1	10	2	2042.3	1	0	0	0.5	0.5	3
216.1538	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
219.8999	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
223.9123	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
224.9279	1	10	1	2404	1	0	0	0.7	0.7	4
227.342	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
231.4543	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
238.4636	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
239.4792	1	10	1	2608.5	1	0.8	0.33923	0.6	0.35692	1
242.0931	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
244.9068	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
248.9192	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
250.9337	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
251.9493	1	10	1	3239.7	1	0.4	0.50256	0.1	0.020833	2
255.1959	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
259.0418	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
263.0542	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
265.0688	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
266.0844	1	10	2	2937.8	1	0.4	0.27702	0.1	0.020833	3
269.0313	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
273.3267	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
277.3391	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
279.3537	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
280.3693	1	10	1	3062.5	1	0.7	0.29279	0.7	0.68317	4
283.4493	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
287.828	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
291.8405	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
293.855	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
294.8706	1	10	2	2193.9	1	0	0	0.5	0.5	1
297.0683	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
299.6156	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
306.6415	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
307.6571	1	10	2	1241	1	0	0	0.3	0.3	2
308.9058	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
311.9525	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
315.965	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
316.9806	1	10	1	1952.7	1	0	0	0.4	0.4	3
318.9451	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
321.6423	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
325.6547	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
326.6703	1	10	2	1132.6	1	0	0	0.4	0.4	4
327.8191	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
330.5662	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
334.5786	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
335.5942	1	10	2	2536.3	1	0.4	0.055148	0.7	0.53677	1
338.1415	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
340.9719	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
344.9843	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
346.9988	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
