onset	duration	value	response	rt	good	a	bias	p	pv	ronda
285.0002	1	10	1	1159	1	0	0	0.7	0.7	3
286.1642	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
290.3049	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
294.3291	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
295.3435	1	10	2	390.5	1	0	0	0.9	0.9	4
295.7425	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
299.6837	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
306.7011	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
307.7155	1	10	2	1031.3	1	0.7	0.23478	0.7	0.54782	1
308.7631	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
311.6898	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
315.6974	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
317.7095	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
318.7239	1	10	1	1345.7	1	0.8	0.88842	0.9	0.9375	2
320.0875	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
323.2304	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
327.238	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
329.2501	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
330.2645	1	10	2	2004.9	1	0.8	0.031425	0.9	0.6257	3
332.2766	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
335.619	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
339.6266	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
341.6387	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
342.6531	1	10	1	1108.2	1	0.5	0.26057	0.8	0.86057	4
343.7673	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
348.2405	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
352.2481	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
354.2602	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
355.2746	1	10	1	2690.1	1	0	0	0.7	0.7	1
357.9685	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
361.2278	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
368.2452	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
369.2596	1	10	2	709.6	1	0	0	0.1	0.1	2
369.9747	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
372.9513	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
376.9755	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
377.9899	1	10	1	585.7	1	0	0	0.8	0.8	3
378.5885	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
381.8811	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
385.9053	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
386.9197	1	10	2	869.3	1	0	0	0.1	0.1	4
387.801	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
391.5924	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
395.6167	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
396.631	1	10	1	320.1	1	0.4	0.054349	0.4	0.036233	1
396.9636	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
399.7906	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
403.7982	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
405.8103	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
406.8246	1	10	2	442	1	0.4	0.22147	0.9	0.97917	2
407.2736	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
410.4664	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
414.474	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
419.496	1	9	3	495.9	1	n/a	n/a	n/a	n/a	n/a
420.5104	1	10	1	559.8	1	0.8	0.88648	0.5	0.9375	3
421.0757	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
424.5346	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
428.5422	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
430.5543	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
431.5687	1	10	2	1229.1	1	0.7	0.036075	0.7	0.084174	4
432.8159	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
435.41	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
439.4176	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
441.4463	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
442.4607	1	10	1	409	1	0	0	0.8	0.8	1
442.8764	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
445.6701	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
449.6943	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
450.7087	1	10	1	543.3	1	0	0	0.5	0.5	2
451.2575	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
455.6143	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
459.6385	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
460.6529	1	10	1	533.1	1	0	0	0.5	0.5	3
461.2017	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
463.9454	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
470.9629	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
471.9773	1	10	2	405.3	1	0	0	0.2	0.2	4
472.393	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
475.4528	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
479.477	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
480.4914	1	10	1	741.8	1	0.5	0.18495	0.7	0.58495	1
481.2397	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
484.6985	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
488.7061	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
490.7349	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
491.7492	1	10	2	303.1	1	0.7	0.48864	0.4	0.14016	2
492.0652	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
495.5406	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
499.5483	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
501.577	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
502.5914	1	10	2	712.7	1	0.4	0.6077	0.6	0.73846	3
503.3064	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
506.4992	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
510.5068	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
512.5355	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
513.5499	1	10	1	403.3	1	0.7	0.68751	0.4	0.6042	4
513.9656	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
516.4933	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
520.5009	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
