onset	duration	value	responce	rt	good	a	bias	p	pv	ronda
3.532	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
4.5464	1	10	1	1796	1	0	0	0.5	0.5	1
6.359	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
10.6992	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
14.7068	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
15.7211	1	10	2	884.6	1	0	0	0.2	0.2	2
16.6191	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
20.0281	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
24.0357	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
25.05	1	10	2	1580	1	0	0	0.4	0.4	3
26.6464	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
29.8725	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
33.8801	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
34.8944	1	10	2	882.6	1	0	0	0.1	0.1	4
35.7924	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
38.9519	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
42.9595	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
43.9739	1	10	2	1722.4	1	0.5	0.80319	0.2	0.20319	1
45.7033	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
49.2619	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
53.2696	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
58.2915	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
59.3059	1	10	2	1864.2	1	0.7	0.89888	0.1	0.09739	2
61.185	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
63.8622	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
67.8698	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
69.882	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
70.8963	1	10	2	1340.2	1	0.4	0.8113	0.1	0.040863	3
72.2433	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
75.4527	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
79.4603	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
81.4724	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
82.4868	1	10	2	1515.9	1	0.6	0.60435	0.4	0.40652	4
84.0167	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
88.1906	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
92.1982	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
94.2103	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
95.2246	1	10	1	2181.3	1	0	0	0.9	0.9	1
97.4197	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
101.6435	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
