onset	duration	value	responce	rt	good	a	bias	p	pv	ronda
3.5866	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
4.601	1	10	1	2168.2	1	0	0	0.6	0.6	1
6.7794	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
9.5398	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
13.5474	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
14.5618	1	10	2	2897.4	1	0	0	0.3	0.3	2
17.4719	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
21.5959	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
25.6035	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
26.6178	1	10	2	1391.2	1	0	0	0.2	0.2	3
28.0147	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
31.0079	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
35.0155	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
36.0299	1	10	2	2396.9	1	0	0	0.6	0.6	4
38.4411	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
42.033	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
46.0406	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
47.0548	1	10	1	3211.4	1	0.6	0.44329	0.5	0.41493	1
50.281	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
54.272	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
58.2796	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
63.3015	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
64.3159	1	10	2	2521.3	1	0.6	0.48805	0.1	0.03125	2
66.8435	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
70.5684	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
74.576	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
76.5882	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
77.6025	1	10	2	2528.3	1	0.4	0.87531	0.1	0.083538	3
80.1468	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
83.8218	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
87.8294	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
89.8415	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
90.8559	1	10	1	2500.7	1	0.8	0.28004	0.6	0.12017	4
93.3669	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
96.7426	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
100.7502	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
102.7623	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
103.7767	1	10	1	1050.8	1	0	0	0.8	0.8	1
104.8409	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
108.7654	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
112.773	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
113.7874	1	10	2	1008.1	1	0	0	0.1	0.1	2
