onset	duration	value	response	rt	good	a	bias	p	pv	ronda
3.0862	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
4.1018	1	10	2	1407.7	1	0	0	0.1	0.1	1
5.517	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
9.9789	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
13.9914	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
15.0069	1	10	2	2074.6	1	0	0	0.1	0.1	2
17.0881	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
21.317	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
25.3294	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
26.345	1	10	1	1391.5	1	0	0	0.8	0.8	3
27.7435	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
30.5905	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
34.6029	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
35.6185	1	10	1	2697.8	1	0	0	0.8	0.8	4
38.3323	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
41.7786	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
45.7911	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
46.8067	1	10	1	2421.9	1	0.7	0.76259	0.2	0.11271	1
49.2374	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
51.8347	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
55.8471	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
60.8585	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
61.8741	1	10	2	1581.9	1	0.4	0.59595	0.2	0.063964	2
63.4724	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
67.3017	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
71.3141	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
73.3286	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
74.3442	1	10	1	2382.8	1	0.5	0.59468	0.3	0.19468	3
76.7417	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
80.1381	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
84.1505	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
86.165	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
87.1806	1	10	1	3595.7	1	0.6	0.79509	0.1	0.03125	4
90.7935	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
93.4074	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
97.4198	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
99.4344	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
100.45	1	10	2	1454.6	1	0	0	0.1	0.1	1
101.9151	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
105.2116	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
109.224	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
110.2396	1	10	2	1134.6	1	0	0	0.2	0.2	2
111.3884	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
115.7338	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
122.7431	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
123.7586	1	10	2	898.6	1	0	0	0.1	0.1	3
124.6743	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
128.0374	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
132.0499	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
133.0655	1	10	2	1443.1	1	0	0	0.1	0.1	4
134.5139	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
138.5763	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
142.5887	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
143.6043	1	10	2	3566.5	1	0.5	0.85323	0.5	0.85323	1
147.1839	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
150.6802	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
154.6926	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
156.7071	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
157.7227	1	10	2	1934.2	1	0.8	0.30165	0.7	0.7066	2
159.6707	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
162.2013	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
166.2138	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
168.2283	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
169.2439	1	10	2	1719.4	1	0.5	0.9914	0.1	0.1914	3
170.9754	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
174.1054	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
178.1178	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
183.1292	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
184.1448	1	10	1	1387.5	1	0.4	0.2445	0.6	0.49633	4
185.5433	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
188.6567	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
192.6691	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
194.6836	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
