onset	duration	value	response	rt	good	a	bias	p	pv	ronda
3.9431	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
4.9575	1	10	2	2392.7	1	0	0	0.3	0.3	1
7.3521	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
10.944	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
14.9516	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
15.966	1	10	2	3492.7	1	0	0	0.4	0.4	2
19.4747	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
22.4347	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
26.4423	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
27.4566	1	10	1	2295.5	1	0	0	0.7	0.7	3
29.7681	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
34.2579	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
38.2655	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
39.2799	1	10	2	2523.9	1	0	0	0.4	0.4	4
41.8075	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
44.5347	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
48.5423	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
49.5566	1	10	2	4529.4	1	0.7	0.93927	0.3	0.85831	1
54.0964	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
58.0375	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
62.0451	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
67.0504	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
68.0648	1	10	2	2746.2	1	0.7	0.84865	0.3	0.64686	2
70.8252	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
73.7852	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
77.7928	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
79.8049	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
80.8193	1	10	2	1982.4	1	0.5	0.38725	0.4	0.18725	3
82.8148	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
87.1383	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
91.1459	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
93.158	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
94.1724	1	10	2	1259	1	0.6	0.89841	0.1	0.097622	4
95.4362	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
99.0447	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
103.0523	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
105.0644	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
106.0788	1	10	2	1832.5	1	0	0	0.1	0.1	1
107.9246	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
111.0343	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
115.0419	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
116.0562	1	10	2	1325.5	1	0	0	0.1	0.1	2
117.3865	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
120.8288	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
127.8462	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
128.8606	1	10	2	1005.4	1	0	0	0.1	0.1	3
129.875	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
132.9015	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
136.9091	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
137.9234	1	10	1	958.5	1	0	0	0.9	0.9	4
138.8879	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
143.3778	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
147.3854	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
148.3997	1	10	1	3051.4	1	0.7	0.93113	0.9	0.95833	1
151.4595	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
155.0514	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
159.059	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
161.0711	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
162.0855	1	10	1	2141.1	1	0.7	0.79755	0.4	0.86094	2
164.2306	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
167.8391	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
171.8467	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
173.8588	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
174.8732	1	10	1	4050.2	1	0.5	0.83922	0.4	0.63922	3
178.9307	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
182.8551	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
