onset	duration	value	response	rt	good	a	bias	p	pv	ronda
196.2862	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
198.2984	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
199.3128	1	10	2	1631	1	0	0	0.1	0.1	1
200.9591	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
204.9336	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
208.9579	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
209.9723	1	10	2	1781.8	1	0	0	0.1	0.1	2
211.7683	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
214.8614	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
218.8858	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
219.9002	1	10	1	1695	1	0	0	0.2	0.2	3
221.613	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
225.4379	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
229.4622	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
230.4766	1	10	1	1563.2	1	0	0	0.8	0.8	4
232.0564	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
235.5653	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
242.583	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
243.5974	1	10	2	1598.6	1	0.6	0.83899	0.4	0.75849	1
245.2104	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
248.3701	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
252.3778	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
254.39	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
255.4044	1	10	2	1828.9	1	0.4	0.89951	0.1	0.099674	2
257.2503	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
260.3101	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
264.3178	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
266.33	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
267.3444	1	10	1	1549.2	1	0.5	0.53042	0.5	0.53042	3
268.9076	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
271.7679	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
275.7756	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
277.7878	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
278.8022	1	10	1	2355	1	0.6	0.66077	0.3	0.24116	4
281.1636	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
284.1071	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
288.1148	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
290.127	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
291.1414	1	10	1	2340	1	0	0	0.6	0.6	1
293.4861	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
297.7101	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
304.7277	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
305.7421	1	10	2	1266.7	1	0	0	0.3	0.3	2
307.0226	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
311.2798	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
315.3042	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
316.3186	1	10	2	2985.1	1	0	0	0.4	0.4	3
319.3119	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
322.8041	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
326.8285	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
327.8429	1	10	2	1110.5	1	0	0	0.1	0.1	4
328.9571	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
332.9315	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
336.9559	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
337.9703	1	10	2	2183.7	1	0.6	0.22661	0.7	0.58991	1
340.1654	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
342.9592	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
346.9669	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
348.9791	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
349.9935	1	10	1	2221.1	1	0.8	0.45803	0.1	0.0625	2
352.2219	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
356.6121	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
360.6198	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
365.6419	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
366.6563	1	10	1	1397.5	1	0.7	0.60715	0.3	0.083359	3
368.0699	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
371.5787	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
375.5864	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
377.5986	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
378.613	1	10	1	1596.7	1	0.5	0.6583	0.6	0.8583	4
380.2261	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
384.2671	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
388.2748	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
390.287	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
391.3014	1	10	1	1145.1	1	0	0	0.8	0.8	1
392.4488	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
395.3091	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
399.3335	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
400.3479	1	10	1	794.2	1	0	0	0.8	0.8	2
401.1461	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
403.7071	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
407.7314	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
408.7458	1	10	2	2236.4	1	0	0	0.2	0.2	3
410.9908	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
414.5828	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
421.6005	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
422.6149	1	10	2	1569.1	1	0	0	0.3	0.3	4
424.1947	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
426.8388	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
430.8632	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
431.8776	1	10	2	1735	1	0.7	0.050325	0.9	0.78409	1
433.6237	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
436.9164	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
440.9241	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
442.9529	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
443.9673	1	10	2	3606.2	1	0.6	0.068498	0.1	0.03125	2
447.5759	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
451.9662	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
455.9739	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
458.0027	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
459.0171	1	10	1	2743.5	1	0.8	0.89259	0.9	0.9375	3
461.7776	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
464.9705	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
468.9782	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
471.007	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
472.0214	1	10	2	3441	1	0.5	0.35441	0.6	0.55441	4
475.4804	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
478.7065	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
482.7143	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
