onset	duration	value	response	rt	good	a	bias	p	pv	ronda
3.4328	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
4.4472	1	10	1	1737.5	1	0	0	0.5	0.5	1
6.1933	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
9.3031	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
13.3607	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
14.3751	1	10	2	1152.9	1	0	0	0.1	0.1	2
15.5392	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
18.5824	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
22.5901	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
23.6045	1	10	2	1211.6	1	0	0	0.2	0.2	3
24.8185	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
28.8927	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
32.9005	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
33.9149	1	10	1	1052.5	1	0	0	0.9	0.9	4
34.9791	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
38.039	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
42.0467	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
43.0611	1	10	2	2882.9	1	0.6	0.96127	0.3	0.6919	1
45.9547	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
50.428	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
54.4358	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
59.4413	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
60.4557	1	10	1	1430.3	1	0.5	0.81151	0.5	0.81151	2
61.9024	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
66.01	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
70.0177	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
72.0299	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
73.0443	1	10	2	2586.6	1	0.6	0.14506	0.8	0.71759	3
75.6385	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
79.7793	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
83.787	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
85.7992	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
86.8136	1	10	1	2262.6	1	0.7	0.71254	0.4	0.66258	4
89.0918	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
92.318	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
96.3257	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
98.3379	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
99.3523	1	10	2	1301	1	0	0	0.1	0.1	1
100.666	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
104.2913	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
108.299	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
109.3134	1	10	1	1940.7	1	0	0	0.5	0.5	2
111.2591	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
115.3333	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
122.351	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
123.3654	1	10	1	2083.8	1	0	0	0.4	0.4	3
125.4607	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
129.535	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
133.5427	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
134.5571	1	10	2	1543.3	1	0	0	0.2	0.2	4
136.1037	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
139.9285	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
143.9362	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
144.9506	1	10	2	2059	1	0.6	0.37387	0.4	0.060804	1
147.0127	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
150.7543	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
154.7621	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
156.7743	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
157.7887	1	10	1	2788.3	1	0.8	0.76905	0.3	0.57619	2
160.5825	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
163.8418	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
167.8496	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
169.8618	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
170.8762	1	10	2	1634.4	1	0.8	0.59895	0.9	0.9375	3
172.5225	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
176.5801	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
180.5878	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
185.61	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
186.6244	1	10	2	1322.8	1	0.8	0.88471	0.2	0.53884	4
187.9548	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
192.2785	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
