onset	duration	value	responce	rt	good	a	bias	p	pv	ronda
8.4713	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
9.4869	1	10	1	6119	1	0	0	0.7	0.7	1
15.6137	1	20	3	1578.1	1	n/a	n/a	n/a	n/a	n/a
19.5596	1	31	3	1505.8	1	n/a	n/a	n/a	n/a	n/a
23.572	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
24.5876	1	10	2	3167.9	1	0	0	0.1	0.1	2
27.7676	1	20	4	1146.4	1	n/a	n/a	n/a	n/a	n/a
32.063	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
36.0755	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
37.091	1	10	1	4183	1	0	0	0.1	0.1	3
41.2866	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
44.2335	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
48.2459	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
49.2615	1	10	1	2254.3	1	0	0	0.1	0.1	4
51.5258	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
55.8712	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
59.8836	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
60.8992	1	10	2	4192	1	0.4	0.9525	0.1	0.135	1
65.0948	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
67.692	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
71.7044	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
76.7158	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
77.7314	1	10	1	3452.2	1	0.5	0.50475	0.3	0.10475	2
81.1944	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
85.5731	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
89.5855	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
91.6001	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
92.6157	1	10	1	4648.3	1	0.5	0.18558	0.8	0.78558	3
97.2774	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
99.8247	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
103.8371	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
105.8517	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
106.8673	1	10	1	3733	1	0.4	0.73199	0.4	0.48799	4
110.6133	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
114.9421	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
118.9545	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
120.969	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
121.9846	1	10	2	5918.7	1	0	0	0.4	0.4	1
127.9117	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
131.4246	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
135.4371	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
136.4527	1	10	1	4519.4	1	0	0	0.9	0.9	2
140.9812	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
145.1435	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
152.1527	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
153.1683	1	10	1	2701	1	0	0	0.6	0.6	3
155.8821	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
159.3285	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
163.3409	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
164.3565	1	10	2	2663.1	1	0	0	0.6	0.6	4
167.037	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
170.0838	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
174.0962	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
175.1118	1	10	2	4093.8	1	0.8	0.52703	0.1	0.0625	1
179.2074	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
182.3708	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
186.3832	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
188.3977	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
189.4133	1	10	1	3278.8	1	0.4	0.41023	0.4	0.27349	2
192.7098	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
197.1052	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
201.1176	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
203.1322	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
204.1477	1	10	2	1901.6	1	0.4	0.16732	0.4	0.11154	3
206.0624	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
210.2413	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
214.2537	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
219.2651	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
220.2807	1	10	2	1719	1	0.5	0.86703	0.1	0.067032	4
222.0122	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
225.2088	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
229.2212	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
231.2358	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
232.2514	1	10	1	3680	1	0	0	0.8	0.8	1
235.9475	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
239.3272	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
243.3396	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
244.3552	1	10	2	3559.7	1	0	0	0.7	0.7	2
247.9181	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
250.865	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
254.8775	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
255.893	1	10	2	1472.7	1	0	0	0.1	0.1	3
257.3748	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
261.304	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
265.3164	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
266.332	1	10	2	3142.4	1	0	0	0.2	0.2	4
269.4787	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
273.6909	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
280.7168	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
281.7324	1	10	1	4024.6	1	0.6	0.81092	0.2	0.21638	1
285.7615	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
289.341	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
293.3534	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
295.368	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
296.3827	1	10	1	7049.9	1	0.6	0.5462	0.5	0.5693	2
303.4428	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
306.4396	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
310.452	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
312.4666	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
313.4822	1	10	2	3294.6	1	0.5	0.014918	0.8	0.61492	3
316.7787	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
319.4592	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
323.4716	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
325.4861	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
326.5017	1	10	2	1453.5	1	0.5	0.0046408	0.1	0.025	4
327.9669	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
331.1635	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
335.1759	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
337.1904	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
338.206	1	10	1	1922	1	0	0	0.3	0.3	1
340.1373	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
344.516	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
351.5419	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
352.5575	1	10	1	1825	1	0	0	0.3	0.3	2
354.3889	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
358.4513	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
362.4637	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
363.4793	1	10	1	1318.8	1	0	0	0.5	0.5	3
