onset	duration	value	response	rt	good	a	bias	p	pv	ronda
47.552	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
48.5676	1	10	2	3492.9	1	0	0	0.7	0.7	1
52.0639	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
55.3771	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
59.4395	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
60.4551	1	10	2	3288.5	1	0	0	0.6	0.6	2
63.7516	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
66.6818	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
70.6942	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
71.7098	1	10	2	6151	1	0	0	0.1	0.1	3
77.87	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
81.8991	1	31	4	422.1	1	n/a	n/a	n/a	n/a	n/a
85.9115	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
86.9271	1	10	1	4796.5	1	0	0	0.4	0.4	4
91.7387	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
96.1007	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
100.1131	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
101.1287	1	10	1	3919.9	1	0.6	0.40109	0.4	0.10163	1
105.0579	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
108.8206	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
112.833	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
117.8444	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
118.86	1	10	2	3252.3	1	0.5	0.85974	0.1	0.059744	2
122.1232	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
125.9358	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
129.9483	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
131.9628	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
132.9784	1	10	2	2859.8	1	0.4	0.58613	0.6	0.72409	3
135.842	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
139.5215	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
143.5339	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
145.5484	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
146.564	1	10	1	2473.2	1	0.7	0.47001	0.2	0.041667	4
149.0447	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
152.0416	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
156.054	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
158.0685	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
159.0841	1	10	2	3536.7	1	0	0	0.1	0.1	1
162.6304	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
165.9602	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
169.9726	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
170.9882	1	10	1	2090	1	0	0	0.3	0.3	2
173.086	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
