onset	duration	value	response	rt	good	a	bias	p	pv	ronda
176.4324	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
183.4417	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
184.4573	1	10	1	4556.7	1	0	0	0.7	0.7	3
189.0191	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
193.298	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
197.3104	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
198.326	1	10	2	771	1	0	0	0.6	0.6	4
199.1085	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
201.6724	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
205.6848	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
206.7005	1	10	2	2119.1	1	0.6	0.56944	0.3	0.10416	1
208.8315	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
212.1114	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
216.1238	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
218.1383	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
219.1539	1	10	1	2951	1	0.6	0.94106	0.4	0.91158	2
222.1175	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
225.3307	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
229.3432	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
231.3577	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
232.3733	1	10	1	3055.9	1	0.7	0.3504	0.1	0.041667	3
235.4367	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
239.6822	1	30	4	1035.2	1	n/a	n/a	n/a	n/a	n/a
243.6947	1	40	3	832.5	1	n/a	n/a	n/a	n/a	n/a
248.706	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
249.7216	1	10	1	6505.6	1	0.5	0.93202	0.1	0.13202	4
256.2314	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
259.2615	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
263.274	1	40	3	669.8	1	n/a	n/a	n/a	n/a	n/a
265.2885	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
266.3041	1	10	1	4237.5	1	0	0	0.5	0.5	1
270.5496	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
275.0282	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
279.0406	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
280.0562	1	10	2	715.7	1	0	0	0.2	0.2	2
280.7888	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
284.668	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
288.6804	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
289.696	1	10	2	817.9	1	0	0	0.2	0.2	3
290.5285	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
294.7074	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
298.7198	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
299.7354	1	10	1	1627.2	1	0	0	0.5	0.5	4
301.367	1	20	3	45	1	n/a	n/a	n/a	n/a	n/a
304.9632	1	30	3	676.9	1	n/a	n/a	n/a	n/a	n/a
311.9891	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
313.0047	1	10	1	1070.8	1	0.8	0.3267	0.9	0.9375	1
314.0869	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
317.6498	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
321.6622	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
323.6768	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
324.6924	1	10	2	960.2	1	0.7	0.0017513	0.9	0.67075	2
325.658	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
330.1366	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
334.149	1	40	3	703.5	1	n/a	n/a	n/a	n/a	n/a
336.1636	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
337.1792	1	10	1	243.1	1	0.4	0.13186	0.1	0.020833	3
337.4289	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
341.8076	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
345.82	1	40	3	594.9	1	n/a	n/a	n/a	n/a	n/a
347.8346	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
348.8502	1	10	1	993.7	1	0.7	0.84608	0.9	0.95833	4
349.8491	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
353.0124	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
357.0248	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
359.0394	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
360.055	1	10	1	4007.4	1	0	0	0.9	0.9	1
364.0674	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
367.4971	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
374.523	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
375.5386	1	10	1	1575.6	1	0	0	0.4	0.4	2
377.1203	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
380.167	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
384.1795	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
385.1951	1	10	2	3385.8	1	0	0	0.2	0.2	3
388.5915	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
391.3219	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
395.3343	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
396.3499	1	10	1	720.4	1	0	0	0.9	0.9	4
397.0825	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
400.8452	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
404.8576	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
405.8732	1	10	2	963.9	1	0.5	0.98588	0.1	0.18588	1
406.8555	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
411.1177	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
415.1301	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
417.1446	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
418.1602	1	10	1	2393.6	1	0.5	0.56815	0.3	0.16815	2
420.5577	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
423.6211	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
427.6335	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
432.6615	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
433.6771	1	10	1	981.8	1	0.8	0.67518	0.7	0.9375	3
434.6761	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
437.573	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
441.5854	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
443.6	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
444.6156	1	10	1	1663.6	1	0.8	0.23288	0.6	0.0625	4
446.2971	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
449.8767	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
453.8891	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
455.9036	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
456.9186	1	10	1	1415	1	0	0	0.4	0.4	1
458.3511	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
461.3645	1	30	4	1637.9	1	n/a	n/a	n/a	n/a	n/a
465.3936	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
466.4092	1	10	1	1659.2	1	0	0	0.4	0.4	2
468.0741	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
471.9533	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
475.9824	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
476.998	1	10	1	1009.6	1	0	0	0.9	0.9	3
478.0136	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
481.5266	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
488.5525	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
489.5681	1	10	1	1340.4	1	0	0	0.4	0.4	4
490.9166	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
495.0123	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
499.0414	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
500.057	1	10	1	931.4	1	0.5	0.89012	0.5	0.89012	1
501.0059	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
505.2182	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
509.2306	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
511.2451	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
512.2607	1	10	1	6863.7	1	0.6	0.4183	0.4	0.12744	2
519.1368	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
521.8839	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
525.8963	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
527.9108	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
528.9264	1	10	1	3154.9	1	0.6	0.18768	0.8	0.78152	3
532.0898	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
536.4685	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
540.4809	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
542.4954	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
543.511	1	10	2	2594.3	1	0.6	0.92267	0.2	0.384	4
546.1083	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
549.0718	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
553.0842	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
