onset	duration	value	responce	rt	good	a	bias	p	pv	ronda
2.7435	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
3.7591	1	10	1	1060.5	1	0	0	0.6	0.6	1
4.8246	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
8.7205	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
12.7329	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
13.7478	1	10	1	1095.9	1	0	0	0.8	0.8	2
14.8473	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
19.2094	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
23.2218	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
24.2374	1	10	1	1084.2	1	0	0	0.7	0.7	3
25.3363	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
29.3653	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
33.3777	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
34.3933	1	10	2	2077.8	1	0	0	0.2	0.2	4
36.4745	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
40.6201	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
44.6325	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
45.6481	1	10	1	2071.4	1	0.6	0.72949	0.5	0.84423	1
47.7292	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
50.8426	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
54.855	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
59.8664	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
60.882	1	10	1	2009.1	1	0.5	0.75908	0.6	0.95908	2
62.8965	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
66.9256	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
70.938	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
72.9526	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
73.9682	1	10	2	2127.9	1	0.5	0.1241	0.6	0.3241	3
76.0992	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
79.812	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
83.8244	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
85.8389	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
86.8545	1	10	1	2359.5	1	0.8	0.5115	0.8	0.9375	4
89.2187	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
92.1156	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
96.1281	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
98.1426	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
99.1582	1	10	2	1353.7	1	0	0	0.3	0.3	1
100.5234	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
104.8855	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
108.8979	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
109.9135	1	10	2	2368.5	1	0	0	0.4	0.4	2
112.2943	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
115.7906	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
122.7999	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
123.8155	1	10	2	1927.8	1	0	0	0.1	0.1	3
125.7467	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
129.293	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
133.3054	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
134.321	1	10	2	1519.8	1	0	0	0.3	0.3	4
135.8527	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
139.9983	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
144.0108	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
145.0264	1	10	2	1669.6	1	0.6	0.67222	0.3	0.25833	1
146.7079	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
151.0866	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
155.0991	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
157.1136	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
158.1292	1	10	1	950.1	1	0.4	0.66826	0.5	0.61217	2
159.0948	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
162.6411	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
166.6535	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
168.668	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
169.6836	1	10	1	2389	1	0.8	0.58103	0.2	0.0625	3
172.0811	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
175.5275	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
179.5399	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
184.5512	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
185.5668	1	10	1	2469.4	1	0.8	0.74268	0.4	0.9375	4
188.0475	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
191.3108	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
195.3232	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
197.3377	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
198.3533	1	10	1	1319.9	1	0	0	0.6	0.6	1
199.6852	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
203.1649	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
207.1773	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
208.1929	1	10	1	927.8	1	0	0	0.9	0.9	2
209.1253	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
212.6049	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
216.6173	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
217.6329	1	10	1	982.3	1	0	0	0.8	0.8	3
218.6319	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
221.2957	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
225.3081	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
226.3238	1	10	1	2537.9	1	0	0	0.6	0.6	4
228.8711	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
232.101	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
239.1269	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
240.1425	1	10	2	1020	1	0.8	0.60778	0.9	0.9375	1
241.1747	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
244.3713	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
248.3838	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
250.3983	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
251.4139	1	10	2	1815.3	1	0.4	0.38289	0.6	0.58859	2
253.2453	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
257.0746	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
261.087	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
263.1015	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
264.1171	1	10	2	1026.7	1	0.8	0.52591	0.4	0.10364	3
265.1494	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
268.296	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
272.3085	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
274.323	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
275.3386	1	10	2	1539.5	1	0.7	0.9908	0.7	0.95833	4
276.8869	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
280.5331	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
284.5455	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
286.5601	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
287.5757	1	10	1	1135.7	1	0	0	0.2	0.2	1
288.7244	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
293.1198	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
300.1457	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
301.1613	1	10	1	3124.9	1	0	0	0.6	0.6	2
304.2913	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
308.0706	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
312.0831	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
313.0987	1	10	1	1373	1	0	0	0.1	0.1	3
314.4806	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
317.7271	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
321.7395	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
322.7551	1	10	2	1386.3	1	0	0	0.8	0.8	4
324.1537	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
327.3836	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
331.396	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
332.4116	1	10	1	2694.2	1	0.8	0.70473	0.1	0.0625	1
335.1087	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
339.5041	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
343.5165	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
345.531	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
346.5466	1	10	1	4154.9	1	0.7	0.44027	0.1	0.041667	2
350.7089	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
353.8056	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
357.818	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
362.8294	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
363.845	1	10	2	1313.9	1	0.7	0.1328	0.7	0.30987	3
365.1769	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
368.1738	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
372.1862	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
374.2007	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
375.2163	1	10	2	2309	1	0.8	0.011207	0.9	0.54483	4
377.5306	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
381.0602	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
385.0726	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
387.0871	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
388.1027	1	10	1	1281.8	1	0	0	0.1	0.1	1
389.4013	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
392.7811	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
396.7935	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
397.8091	1	10	2	2490.8	1	0	0	0.8	0.8	2
400.3065	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
403.27	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
407.2824	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
408.298	1	10	1	4017.5	1	0	0	0.6	0.6	3
412.3271	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
415.3073	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
422.3332	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
423.3488	1	10	1	1914.3	1	0	0	0.2	0.2	4
425.2801	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
427.8274	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
431.8564	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
432.872	1	10	2	2503.3	1	0.7	0.16062	0.8	0.7081	1
435.386	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
439.1487	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
443.1612	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
445.1757	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
446.1913	1	10	2	2481.2	1	0.6	0.96707	0.1	0.20061	2
448.6887	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
452.6178	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
456.6303	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
458.6448	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
459.6604	1	10	2	3588.8	1	0.7	0.75189	0.2	0.087741	3
463.2566	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
467.3522	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
471.3647	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
473.3792	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
474.3948	1	10	2	2906.6	1	0.6	0.11576	0.6	0.17364	4
477.3084	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
480.0222	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
484.0346	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
