onset	duration	value	responce	rt	good	TMSips	TMSppc	TMSvertex	a	bias	delta	fixed	p	pv	ronda
76.3436	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
76.5474	1	30	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	-0.1	0	n/a	n/a	n/a
87.5802	1	10	3027	3027	1	1	0	0	0.5	0.96642	0.1	0	0.1	0.16642	11
90.6134	1	20	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	-7.276e-11	0	n/a	n/a	n/a
92.0764	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
92.1764	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
92.3798	1	31	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	-0.1	0	n/a	n/a	n/a
94.3964	1	40	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	1.4552e-11	0	n/a	n/a	n/a
96.413	1	10	1186	1186	1	1	0	0	0.7	0.94196	2.9104e-11	0	0.1	0.19792	12
97.613	1	20	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0.1	0	n/a	n/a	n/a
98.763	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
98.863	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
99.0794	1	31	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	-0.2	0	n/a	n/a	n/a
101.096	1	40	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0.1	0	n/a	n/a	n/a
103.1126	1	10	1894.2	1894.2	1	1	0	0	0.4	0.11518	2.9104e-11	0	0.1	0.020833	13
105.0124	1	20	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	-0.1	0	n/a	n/a	n/a
106.8514	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
106.9514	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
107.1624	1	30	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0.1	0	n/a	n/a	n/a
109.1788	1	40	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	-0.1	0	n/a	n/a	n/a
111.1954	1	10	1683.2	1683.2	1	1	0	0	0.6	0.18363	1.4552e-11	0	0.6	0.27544	14
112.8954	1	20	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0.1	0	n/a	n/a	n/a
114.8714	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
114.9714	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
115.1786	1	31	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	5.8208e-11	0	n/a	n/a	n/a
117.195	1	40	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	-0.1	0	n/a	n/a	n/a
119.2116	1	10	2690.8	2690.8	1	1	0	0	0.8	0.50021	-8.7311e-11	0	0.2	0.0625	15
121.9114	1	20	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	-0.1	0	n/a	n/a	n/a
123.3884	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
123.4884	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
123.6946	1	30	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	-5.8208e-11	0	n/a	n/a	n/a
125.7112	1	40	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0.1	0	n/a	n/a	n/a
127.7278	1	10	2350.5	2350.5	1	1	0	0	0.4	0.87343	2.9104e-11	0	0.4	0.58229	16
130.0944	1	20	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0.1	0	n/a	n/a	n/a
132.0834	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	-0.1	0	n/a	n/a	n/a
132.1834	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
132.3942	1	31	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	-2.9104e-11	0	n/a	n/a	n/a
134.4108	1	40	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
136.4272	1	10	3202.8	3202.8	1	1	0	0	0.7	0.88337	-0.1	0	0.2	0.39453	17
139.6438	1	20	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0.1	0	n/a	n/a	n/a
141.3318	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
141.4318	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
141.6436	1	31	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	-0.1	0	n/a	n/a	n/a
143.6602	1	40	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	2.9104e-11	0	n/a	n/a	n/a
145.6768	1	10	2209.1	2209.1	1	1	0	0	0.5	0.33874	0.1	0	0.1	0.025	18
147.8932	1	20	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	-0.2	0	n/a	n/a	n/a
149.5312	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
149.6312	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
149.8432	1	31	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0.2	0	n/a	n/a	n/a
151.8596	1	40	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	-0.2	0	n/a	n/a	n/a
153.8762	1	10	2121.4	2121.4	1	1	0	0	0.8	0.43261	2.9104e-11	0	0.1	0.0625	19
156.0094	1	20	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	-8.7311e-11	0	n/a	n/a	n/a
157.6214	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
157.7214	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
157.926	1	30	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0.1	0	n/a	n/a	n/a
159.9426	1	40	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	2.9104e-11	0	n/a	n/a	n/a
161.959	1	10	2182.4	2182.4	1	1	0	0	0.5	0.6252	-0.1	0	0.6	0.8252	20
164.159	1	20	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0.1	0	n/a	n/a	n/a
165.274	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
165.374	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
165.5756	1	30	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	2.9104e-11	0	n/a	n/a	n/a
167.592	1	40	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	-0.2	0	n/a	n/a	n/a
178.6248	1	10	2828.3	2828.3	1	1	0	0	0	0	0.1	0	0.2	0.2	21
181.458	1	20	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	-5.8208e-11	0	n/a	n/a	n/a
183.408	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
183.508	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
183.7244	1	30	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	-0.1	0	n/a	n/a	n/a
185.741	1	10	1839.9	1839.9	1	1	0	0	0	0	2.9104e-11	0	0.6	0.6	22
187.5908	1	20	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	-0.1	0	n/a	n/a	n/a
188.924	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0.2	0	n/a	n/a	n/a
189.024	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
189.2408	1	30	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	-0.1	0	n/a	n/a	n/a
191.2574	1	10	1539.5	1539.5	1	1	0	0	0	0	0.1	0	0.4	0.4	23
192.8072	1	20	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	-0.1	0	n/a	n/a	n/a
194.0002	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	-0.1	0	n/a	n/a	n/a
194.1002	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
194.3072	1	31	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0.1	0	n/a	n/a	n/a
196.3238	1	10	1417	1417	1	1	0	0	0	0	0.1	0	0.1	0.1	24
197.757	1	20	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	-0.1	0	n/a	n/a	n/a
198.867	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
198.967	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
199.1736	1	30	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	2.9104e-11	0	n/a	n/a	n/a
201.19	1	10	3542.5	3542.5	1	1	0	0	0	0	-0.1	0	0.5	0.5	25
204.7398	1	20	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	-5.8208e-11	0	n/a	n/a	n/a
205.8488	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
205.9488	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
206.1564	1	31	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	2.9104e-11	0	n/a	n/a	n/a
208.173	1	10	1551.4	1551.4	1	1	0	0	0	0	2.9104e-11	0	0.1	0.1	26
209.7396	1	20	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0.1	0	n/a	n/a	n/a
211.5556	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	-0.1	0	n/a	n/a	n/a
211.6556	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
211.8728	1	31	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	-8.7311e-11	0	n/a	n/a	n/a
213.8894	1	10	1771	1771	1	1	0	0	0	0	0.1	0	0.1	0.1	27
215.6726	1	20	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	5.8208e-11	0	n/a	n/a	n/a
217.1106	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	-0.1	0	n/a	n/a	n/a
217.2106	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
217.4224	1	30	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	-5.8208e-11	0	n/a	n/a	n/a
219.439	1	10	2477.2	2477.2	1	1	0	0	0	0	2.9104e-11	0	0.4	0.4	28
221.9222	1	20	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	-5.8208e-11	0	n/a	n/a	n/a
223.0182	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
223.1182	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
223.3222	1	30	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0.1	0	n/a	n/a	n/a
225.3386	1	10	2209.3	2209.3	1	1	0	0	0	0	-0.2	0	0.6	0.6	29
227.5552	1	20	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0.1	0	n/a	n/a	n/a
228.7122	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
228.8122	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
229.0218	1	30	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
231.0384	1	10	2205.5	2205.5	1	1	0	0	0	0	2.9104e-11	0	0.8	0.8	30
233.2548	1	20	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	-0.1	0	n/a	n/a	n/a
234.3148	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
234.4148	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
234.6214	1	31	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	2.9104e-11	0	n/a	n/a	n/a
245.6542	1	10	3845.4	3845.4	1	1	0	0	0.6	0.38692	0.1	0	0.5	0.33038	31
249.5038	1	20	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	-0.2	0	n/a	n/a	n/a
250.8038	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
250.9038	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
251.1204	1	30	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	2.9104e-11	0	n/a	n/a	n/a
253.137	1	40	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0.1	0	n/a	n/a	n/a
255.1536	1	10	2729.8	2729.8	1	1	0	0	0.6	0.88286	-8.7311e-11	0	0.1	0.074292	32
257.8868	1	20	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	2.9104e-11	0	n/a	n/a	n/a
258.9648	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
259.0648	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
259.27	1	31	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	5.8208e-11	0	n/a	n/a	n/a
261.2866	1	40	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	-8.7311e-11	0	n/a	n/a	n/a
263.303	1	10	932.2	932.2	1	1	0	0	0.8	0.066849	-0.1	0	0.9	0.7674	33
264.253	1	20	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
265.803	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
265.903	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
266.1196	1	31	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
268.1362	1	40	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0.1	0	n/a	n/a	n/a
270.1526	1	10	674.4	674.4	1	1	0	0	0.5	0.11583	-0.2	0	0.8	0.71583	34
270.836	1	20	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0.1	0	n/a	n/a	n/a
272.279	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
272.379	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
272.5858	1	30	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	-0.1	0	n/a	n/a	n/a
274.6024	1	40	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0.1	0	n/a	n/a	n/a
276.619	1	10	2143.9	2143.9	1	1	0	0	0.5	0.027973	-1.1642e-10	0	0.1	0.025	35
278.7688	1	20	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	-0.1	0	n/a	n/a	n/a
279.9308	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
280.0308	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
280.2354	1	31	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	-5.8208e-11	0	n/a	n/a	n/a
282.252	1	40	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0.1	0	n/a	n/a	n/a
284.2684	1	10	958.2	958.2	1	1	0	0	0.4	0.23091	-0.2	0	0.6	0.48728	36
285.235	1	20	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
286.4052	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0.2	0	n/a	n/a	n/a
286.5052	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
286.7184	1	31	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	5.8208e-11	0	n/a	n/a	n/a
288.7348	1	40	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	-0.2	0	n/a	n/a	n/a
290.7514	1	10	3147.1	3147.1	1	1	0	0	0.8	0.55599	0.1	0	0.8	0.9375	37
293.9012	1	20	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	-0.1	0	n/a	n/a	n/a
295.7052	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
295.8052	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
296.0178	1	30	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0.1	0	n/a	n/a	n/a
298.0344	1	40	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	-5.8208e-11	0	n/a	n/a	n/a
300.0508	1	10	4087.4	4087.4	1	1	0	0	0.8	0.75902	-0.1	0	0.4	0.9375	38
304.1506	1	20	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	5.8208e-11	0	n/a	n/a	n/a
305.4816	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
305.5816	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
305.7838	1	30	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	-5.8208e-11	0	n/a	n/a	n/a
307.8004	1	40	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	5.8208e-11	0	n/a	n/a	n/a
309.817	1	10	817.2	817.2	1	1	0	0	0.5	0.48474	0.1	0	0.6	0.68474	39
310.6502	1	20	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	-0.1	0	n/a	n/a	n/a
311.7402	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	-0.1	0	n/a	n/a	n/a
311.8402	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
312.0502	1	30	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0.1	0	n/a	n/a	n/a
314.0668	1	40	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0.1	0	n/a	n/a	n/a
316.0832	1	10	758.7	758.7	1	1	0	0	0.6	0.52382	-0.2	0	0.4	0.28573	40
316.8498	1	20	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
317.98	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0.2	0	n/a	n/a	n/a
318.0798	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	-0.2	0	n/a	n/a	n/a
318.2832	1	30	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0.1	0	n/a	n/a	n/a
320.2996	1	40	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	-0.1	0	n/a	n/a	n/a
382.4794	1	10	2425.1	2425.1	1	0	0	1	0	0	-0.1	0	0.4	0.4	1
384.9126	1	20	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	-1.1642e-10	0	n/a	n/a	n/a
386.4336	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
386.5336	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
386.7458	1	31	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	5.8208e-11	0	n/a	n/a	n/a
388.7622	1	10	942	942	1	0	0	1	0	0	-0.2	0	0.2	0.2	2
389.7122	1	20	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0.1	0	n/a	n/a	n/a
391.7022	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	-0.1	0	n/a	n/a	n/a
391.8022	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
392.0122	1	30	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0.2	0	n/a	n/a	n/a
394.0286	1	10	1579.5	1579.5	1	0	0	1	0	0	-0.2	0	0.2	0.2	3
395.6118	1	20	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	5.8208e-11	0	n/a	n/a	n/a
397.2218	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
397.3218	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
397.5284	1	30	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	-5.8208e-11	0	n/a	n/a	n/a
399.545	1	10	975.1	975.1	1	0	0	1	0	0	0.1	0	0.5	0.5	4
400.5282	1	20	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	-0.1	0	n/a	n/a	n/a
402.4832	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	-0.1	0	n/a	n/a	n/a
402.5832	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
402.7948	1	30	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0.1	0	n/a	n/a	n/a
404.8114	1	10	1484.6	1484.6	1	0	0	1	0	0	0.1	0	0.7	0.7	5
406.3112	1	20	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	-0.1	0	n/a	n/a	n/a
407.9412	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	-0.1	0	n/a	n/a	n/a
408.0412	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	0	0	n/a	n/a	n/a
408.2444	1	30	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	-5.8208e-11	0	n/a	n/a	n/a
410.261	1	10	1970.8	1970.8	1	0	0	1	0	0	0.1	0	0.4	0.4	6
412.2442	1	20	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	5.8208e-11	0	n/a	n/a	n/a
413.6232	1	80	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	-0.1	0	n/a	n/a	n/a
