onset	duration	value	responce	rt	good	a	bias	p	pv	ronda
2.9217	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
3.9373	1	10	2	1552.1	1	0	0	0.1	0.1	1
5.5023	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
9.1984	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
13.2108	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
14.2264	1	10	2	1255	1	0	0	0.1	0.1	2
15.4917	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
18.4219	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
22.4344	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
23.45	1	10	2	2129.8	1	0	0	0.4	0.4	3
25.5977	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
28.1284	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
32.1408	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
33.1564	1	10	1	1271.1	1	0	0	0.9	0.9	4
34.4383	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
37.0023	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
41.0147	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
42.0303	1	10	2	3054.2	1	0.8	0.93049	0.6	0.9375	1
45.0938	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
48.59	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
52.6025	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
57.6138	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
58.6294	1	10	1	1644.6	1	0.7	0.49833	0.4	0.16277	2
60.2777	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
62.9082	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
66.9207	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
68.9352	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
69.9508	1	10	1	3379	1	0.6	0.051712	0.9	0.82757	3
73.3472	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
75.8779	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
79.8903	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
81.9048	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
82.9204	1	10	2	4126.3	1	0.6	0.52021	0.5	0.53032	4
87.0494	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
90.8287	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
94.8412	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
96.8557	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
97.8713	1	10	2	1616.4	1	0	0	0.1	0.1	1
99.5029	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
102.0502	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
106.0626	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
107.0782	1	10	2	946.8	1	0	0	0.1	0.1	2
108.0272	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
110.8909	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
117.9001	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
118.9157	1	10	1	1033.8	1	0	0	0.8	0.8	3
119.9646	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
123.7273	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
127.7397	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
128.7553	1	10	2	1260.7	1	0	0	0.3	0.3	4
130.0206	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
134.4992	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
138.5116	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
139.5272	1	10	1	3954.9	1	0.5	0.97213	0.1	0.17213	1
143.4897	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
146.3034	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
150.3158	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
152.3304	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
153.346	1	10	1	1181.5	1	0.4	0.26233	0.9	0.97917	2
154.5447	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
158.1908	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
162.2033	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
164.2178	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
165.2334	1	10	1	5418.8	1	0.7	0.95569	0.1	0.22995	3
170.661	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
173.4747	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
177.4871	1	40	4	1216.2	1	n/a	n/a	n/a	n/a	n/a
182.4985	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
183.5141	1	10	1	1287.3	1	0.6	0.64074	0.1	0.03125	4
184.8127	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
189.1248	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
193.1372	1	40	4	1373	1	n/a	n/a	n/a	n/a	n/a
195.1518	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
196.1674	1	10	1	1240.3	1	0	0	0.4	0.4	1
197.416	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
201.5284	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
205.5408	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
206.5564	1	10	1	1269.7	1	0	0	0.8	0.8	2
207.8383	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
211.8175	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
215.8299	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
216.8455	1	10	2	1117.1	1	0	0	0.3	0.3	3
217.9776	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
222.2065	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
226.2189	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
227.2345	1	10	2	1223.8	1	0	0	0.3	0.3	4
228.4665	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
231.0139	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
238.0231	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
239.0387	1	10	1	3414.5	1	0.8	0.57206	0.4	0.28826	1
242.4684	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
245.5651	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
249.5776	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
251.5921	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
252.6077	1	10	1	3771.7	1	0.6	0.93364	0.1	0.15047	2
256.387	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
260.2829	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
264.2953	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
