onset	duration	value	response	rt	good	a	bias	p	pv	ronda
208.1989	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
210.2301	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
211.2457	1	10	2	2227.7	1	0	0	0.1	0.1	1
213.4767	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
216.0739	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
220.103	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
221.1186	1	10	2	2931.5	1	0	0	0.2	0.2	2
224.0655	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
227.8614	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
231.8905	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
232.9061	1	10	2	3151.4	1	0	0	0.4	0.4	3
236.0694	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
238.9997	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
243.0287	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
244.0443	1	10	1	1574.9	1	0	0	0.6	0.6	4
245.626	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
248.1567	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
255.1826	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
256.1982	1	10	2	3975.6	1	0.6	0.44208	0.4	0.16312	1
260.1773	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
264.4561	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
268.4685	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
270.4997	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
271.5153	1	10	1	2169.8	1	0.4	0.76524	0.2	0.17683	2
273.6963	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
278.0917	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
282.1041	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
284.1353	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
285.1509	1	10	2	4049.3	1	0.8	0.2518	0.1	0.0625	3
289.2133	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
291.8105	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
295.8229	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
297.8541	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
298.8697	1	10	2	4898.1	1	0.8	0.26806	0.7	0.57223	4
303.7812	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
307.5439	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
311.5563	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
313.5875	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
314.6031	1	10	1	1477.6	1	0	0	0.7	0.7	1
316.0848	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
319.398	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
326.4239	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
327.4395	1	10	2	1167.6	1	0	0	0.1	0.1	2
328.6216	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
332.5508	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
336.5798	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
337.5954	1	10	1	1281.3	1	0	0	0.9	0.9	3
338.8941	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
343.3893	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
347.4184	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
348.434	1	10	2	1087.5	1	0	0	0.2	0.2	4
349.5328	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
353.9115	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
357.9406	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
358.9562	1	10	1	2785.1	1	0.5	0.11404	0.9	0.91404	1
361.7532	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
364.7001	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
368.7125	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
370.7437	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
371.7593	1	10	2	4117.2	1	0.7	0.4114	0.6	0.6266	2
375.8883	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
379.2347	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
383.2472	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
388.2752	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
389.2908	1	10	2	4035.1	1	0.5	0.3603	0.7	0.7603	3
393.3365	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
397.5321	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
401.5445	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
403.5757	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
404.5913	1	10	2	2252.7	1	0.5	0.3674	0.5	0.3674	4
406.8555	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
410.4517	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
414.4642	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
416.4953	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
417.511	1	10	1	3209.1	1	0	0	0.5	0.5	1
420.7242	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
424.2871	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
428.3162	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
429.3318	1	10	1	2674.4	1	0	0	0.6	0.6	2
432.0123	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
435.8582	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
439.8873	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
440.9029	1	10	1	3379.9	1	0	0	0.4	0.4	3
444.2993	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
447.6457	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
454.6883	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
455.7039	1	10	2	1245.2	1	0	0	0.2	0.2	4
456.9526	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
460.9983	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
465.044	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
466.0596	1	10	2	3497.8	1	0.7	0.19625	0.6	0.12459	1
469.5726	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
472.969	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
476.9814	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
479.0126	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
480.0282	1	10	1	4090.9	1	0.7	0.23885	0.4	0.041667	2
484.1238	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
486.8709	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
490.8834	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
492.9145	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
493.9301	1	10	1	2914.4	1	0.5	0.88438	0.5	0.88438	3
496.8604	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
499.724	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
503.7364	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
505.7676	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
506.7832	1	10	1	4210.6	1	0.7	0.9917	0.1	0.31396	4
511.0121	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
514.6582	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
518.6707	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
