onset	duration	value	responce	rt	good	a	bias	p	pv	ronda
138.1276	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
139.1432	1	10	2	1236.1	1	0.5	0.8424	0.1	0.042396	1
140.3919	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
143.6218	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
147.6342	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
149.6487	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
150.6643	1	10	2	1427.3	1	0.7	0.9917	0.1	0.31396	2
152.0961	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
155.2595	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
159.2719	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
161.2864	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
162.302	1	10	2	672.7	1	0.4	0.0059768	0.5	0.17065	3
162.9846	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
166.7307	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
170.7431	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
175.7545	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
176.7701	1	10	2	793.5	1	0.4	0.33909	0.3	0.059393	4
177.5692	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
180.5994	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
184.6118	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
186.6263	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
187.6419	1	10	1	1096.1	1	0	0	0.4	0.4	1
188.7407	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
193.186	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
197.1985	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
198.2141	1	10	1	1625.6	1	0	0	0.7	0.7	2
199.8457	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
203.6916	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
207.704	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
208.7196	1	10	2	924.8	1	0	0	0.2	0.2	3
209.652	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
212.4823	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
216.4947	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
217.5103	1	10	1	1136.1	1	0	0	0.5	0.5	4
218.6591	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
222.5716	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
229.5809	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
230.5965	1	10	2	1881.6	1	0.7	0.41813	0.1	0.041667	1
232.4945	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
235.2249	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
239.2374	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
241.2519	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
242.2675	1	10	1	1441.3	1	0.4	0.90737	0.3	0.43825	2
243.7159	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
246.3965	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
250.4089	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
252.4234	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
253.439	1	10	2	2246.4	1	0.8	0.94745	0.9	0.9375	3
255.7033	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
258.467	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
262.4795	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
264.494	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
265.5096	1	10	2	1673.8	1	0.8	0.25235	0.1	0.0625	4
267.1911	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
270.9538	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
274.9662	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
276.9808	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
277.9964	1	10	1	1090.3	1	0	0	0.5	0.5	1
279.0952	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
281.6425	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
288.6684	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
289.684	1	10	2	823.7	1	0	0	0.1	0.1	2
290.5165	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
293.6798	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
297.6922	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
298.7078	1	10	1	1989.1	1	0	0	0.4	0.4	3
300.7057	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
303.6859	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
307.6983	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
308.7139	1	10	2	1632.8	1	0	0	0.2	0.2	4
310.3622	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
314.591	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
318.6034	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
319.619	1	10	1	2755.4	1	0.4	0.87146	0.5	0.74764	1
322.3828	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
325.8957	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
329.9081	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
331.9227	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
332.9383	1	10	2	2422.9	1	0.4	0.15907	0.8	0.77272	2
335.3691	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
339.6645	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
343.6769	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
348.6883	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
349.7039	1	10	2	2465.7	1	0.7	0.4413	0.5	0.36304	3
352.1846	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
354.9817	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
358.9941	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
361.0086	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
362.0242	1	10	1	1329.8	1	0.6	0.013531	0.9	0.7703	4
363.3561	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
367.5517	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
371.5641	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
373.5786	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
374.5942	1	10	2	978.7	1	0	0	0.1	0.1	1
375.5765	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
379.1394	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
383.1519	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
384.1675	1	10	2	2581.1	1	0	0	0.3	0.3	2
386.7647	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
389.5284	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
393.5409	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
394.5565	1	10	1	1889.8	1	0	0	0.6	0.6	3
396.4545	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
400.2671	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
407.293	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
408.3086	1	10	1	1062.2	1	0	0	0.5	0.5	4
409.3741	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
413.7362	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
417.7653	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
418.7809	1	10	2	3102.1	1	0.6	0.12537	0.7	0.43805	1
421.8942	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
425.6403	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
429.6527	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
431.6672	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
432.6828	1	10	2	2484.5	1	0.8	0.9908	0.1	0.4632	2
435.1802	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
437.8773	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
441.8898	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
443.9043	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
444.9199	1	10	2	1401.9	1	0.5	0.55607	0.4	0.35607	3
446.3351	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
450.464	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
454.4765	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
456.491	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
457.5066	1	10	2	967.1	1	0.4	0.80489	0.1	0.036595	4
458.4889	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
461.1527	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
465.1651	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
