onset	duration	value	response	rt	good	a	bias	p	pv	ronda
3.2035	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
4.219	1	10	1	811.3	1	0	0	0.8	0.8	1
5.0349	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
8.9973	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
13.0098	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
14.0254	1	10	2	987.9	1	0	0	0.2	0.2	2
15.0243	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
19.1033	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
23.1157	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
24.1313	1	10	1	1623	1	0	0	0.7	0.7	3
25.7629	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
29.6755	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
33.6879	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
34.7035	1	10	1	2086.3	1	0	0	0.5	0.5	4
36.8013	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
40.1311	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
44.1435	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
45.1591	1	10	1	2317.6	1	0.8	0.31873	0.1	0.0625	1
47.49	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
51.4358	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
55.4482	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
60.4596	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
61.4752	1	10	1	2507.5	1	0.6	0.041113	0.8	0.56167	2
63.9892	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
67.6853	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
71.6977	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
73.7122	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
74.7278	1	10	1	1183.5	1	0.4	0.044149	0.9	0.86277	3
