onset	duration	value	response	rt	good	a	bias	p	pv	ronda
3.5294	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
4.5438	1	10	2	2987.1	1	0	0	0.4	0.4	1
7.5371	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
10.148	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
14.1557	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
15.1701	1	10	1	1292.8	1	0	0	0.8	0.8	2
16.4672	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
20.5415	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
24.5492	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
25.5636	1	10	2	2618.5	1	0	0	0.7	0.7	3
28.1911	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
31.068	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
35.0757	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
36.0901	1	10	2	3975.4	1	0	0	0.2	0.2	4
40.0812	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
44.538	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
48.5457	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
49.5601	1	10	1	3132.8	1	0.5	0.905	0.1	0.105	1
52.7031	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
56.4614	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
60.4691	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
65.4912	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
66.5057	1	10	1	2898.5	1	0.7	0.1716	0.6	0.067063	2
69.4158	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
73.8726	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
77.8803	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
79.8925	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
80.9069	1	10	2	4229.6	1	0.5	0.69334	0.4	0.49334	3
85.1474	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
88.0243	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
92.0321	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
94.0442	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
95.0587	1	10	2	4134.8	1	0.6	0.82981	0.4	0.74471	4
99.1994	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
102.8413	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
106.849	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
108.8612	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
109.8756	1	10	1	3029.6	1	0	0	0.1	0.1	1
112.9188	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
116.8268	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
120.8345	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
121.8489	1	10	2	2799.4	1	0	0	0.3	0.3	2
124.6593	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
127.2203	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
134.238	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
135.2524	1	10	2	696.7	1	0	0	0.2	0.2	3
135.9508	1	20	4	4475.9	1	n/a	n/a	n/a	n/a	n/a
140.4408	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
144.4485	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
145.4629	1	10	1	2181.4	1	0	0	0.5	0.5	4
147.6581	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
150.7179	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
154.7256	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
155.74	1	10	1	3230	1	0.4	0.067481	0.6	0.37832	1
158.9828	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
161.4939	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
165.5016	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
167.5138	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
168.5282	1	10	1	3862.2	1	0.7	0.51789	0.7	0.95833	2
172.4029	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
175.0969	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
179.1046	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
181.1168	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
182.1312	1	10	1	3346.2	1	0.7	0.016236	0.8	0.37122	3
185.4904	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
189.4316	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
193.4393	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
198.4615	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
199.4759	1	10	2	2845.7	1	0.4	0.050932	0.8	0.70062	4
202.3361	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
206.4437	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
210.4514	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
212.4636	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
213.478	1	10	2	3924.2	1	0	0	0.5	0.5	1
217.4192	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
221.1276	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
225.152	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
226.1664	1	10	2	3483.7	1	0	0	0.5	0.5	2
229.6586	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
232.3359	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
236.3603	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
237.3747	1	10	1	2500.7	1	0	0	0.6	0.6	3
239.8858	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
243.7605	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
247.7848	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
248.7992	1	10	2	1425.8	1	0	0	0.2	0.2	4
250.2294	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
253.0398	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
260.0575	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
261.0719	1	10	1	1854.3	1	0.5	0.74234	0.3	0.34234	1
262.9344	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
265.961	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
269.9687	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
271.9809	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
272.9953	1	10	1	2909.9	1	0.6	0.73614	0.4	0.60421	2
275.9221	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
279.5806	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
283.5883	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
285.6005	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
286.6149	1	10	1	3701.7	1	0.7	0.1316	0.7	0.30706	3
290.3233	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
293.6659	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
297.6736	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
299.6858	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
300.7002	1	10	2	2774.2	1	0.4	0.52072	0.3	0.18048	4
303.4773	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
