onset	duration	value	response	rt	good	a	bias	p	pv	ronda
308.9976	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
312.523	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
319.5405	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
320.5542	1	10	2	1326.8	1	0	0	0.6	0.6	2
321.8851	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
325.2442	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
329.2684	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
330.2828	1	10	1	839.1	1	0	0	0.5	0.5	3
331.1309	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
334.1906	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
338.2149	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
339.2293	1	10	2	1514.6	1	0	0	0.4	0.4	4
340.7591	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
343.7357	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
347.76	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
348.7743	1	10	2	2718.5	1	0.4	0.39285	0.3	0.095233	1
351.5015	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
355.7585	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
359.7661	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
361.7782	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
362.7926	1	10	2	5522.7	1	0.7	0.63288	0.9	0.95833	2
368.3301	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
371.6226	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
375.6302	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
380.6522	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
381.6666	1	10	1	2245.7	1	0.5	0.17414	0.6	0.37414	3
383.9281	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
387.2373	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
391.2449	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
393.2571	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
394.2714	1	10	1	2393.2	1	0.7	0.46221	0.4	0.078485	4
396.6826	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
399.8089	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
403.8165	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
405.8286	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
406.843	1	10	2	1666.4	1	0	0	0.1	0.1	1
408.5225	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
412.6465	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
416.6707	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
417.6851	1	10	1	1631.1	1	0	0	0.5	0.5	2
419.3314	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
422.9233	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
426.9475	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
427.9619	1	10	1	4516.1	1	0	0	0.8	0.8	3
432.485	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
435.1955	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
442.213	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
443.2273	1	10	2	1322.5	1	0	0	0.1	0.1	4
444.5577	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
448.2327	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
452.2569	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
453.2713	1	10	1	5556.7	1	0.5	0.10799	0.7	0.50799	1
458.842	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
461.6524	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
465.66	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
467.6887	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
468.7031	1	10	2	2285.6	1	0.6	0.34697	0.9	0.96875	2
470.9979	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
473.7084	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
477.716	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
479.7448	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
480.7591	1	10	1	1371.3	1	0.4	0.93929	0.2	0.29286	3
482.1393	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
484.8665	1	30	-99	-99	1	n/a	n/a	n/a	n/a	n/a
488.8741	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
490.9029	1	9	-99	-99	1	n/a	n/a	n/a	n/a	n/a
491.9172	1	10	2	1936.5	1	0.4	0.13925	0.4	0.092834	4
493.8628	1	20	-99	-99	1	n/a	n/a	n/a	n/a	n/a
497.7706	1	31	-99	-99	1	n/a	n/a	n/a	n/a	n/a
501.7783	1	40	-99	-99	1	n/a	n/a	n/a	n/a	n/a
